frage,antwort,quelle_url,kategorie,stand,ist_frage
"Unternehmen kommen auch gut ohne gesicherte Daten aus, warum sollte jemand einen Nutzen durch die Bereitstellung gesicherter Daten aus Behördenregistern erlangen?","Die Kriminalität im Internet nimmt stetig zu, siehe Polizeiliche Kriminalstatistik (PKS). Betrugsdelikte sind dabei wesentlich. Vor diesem Hintergrund stellt das System ein Angebot an die Bürgerinnen und Bürger sowie an die Wirtschaft dar, die eigenen Verwaltungs- und Geschäftsprozesse entsprechend sicher erledigen zu können und damit vorzusorgen.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/datenschutz-sicherheit-und-stabilitaet,hilfe-zu-ida,2025-07-04,True
"Wie kann ich die Vertrauenswürdigkeit von Services prüfen, die eine Anmeldung mit ID Austria anbieten?","Die Services und Zertifikate der ID Austria sind mit der Domain login.id-austria.gv.at bzw. dem qualifizierten Vertrauensdiensteanbieter verbunden. Eine gv.at Domain kann ausschließlich von autorisierten Vertreterinnen und Vertretern der Republik Österreich registriert werden. Aufmerksame Nutzerinnen und Nutzer können aber durch Prüfung der Domain und des HTTPS-Zertifikats in der Adresszeile des Webbrowsers jederzeit prüfen, ob es sich um ein von der Republik autorisiertes Service handelt. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/datenschutz-sicherheit-und-stabilitaet,hilfe-zu-ida,2025-07-04,True
Gibt es ein Erklärvideo der ID Austria in Gebärdensprache?,"Ja, ein Erklärvideo über die ID Austria in Österreichischer Gebärdensprache ist auf der Webseite des ÖGLB zu finden. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/eklaervideos,hilfe-zu-ida,2025-06-13,True
Welche Funktionen erfüllt die ID Austria?,"Die ID Austria kann einerseits als elektronischer Identitätsnachweis für das Login in Online-Verfahren eingesetzt werden, andererseits kann damit auch elektronisch unterschrieben werden. Außerdem ermöglicht die ID Austria auch das Vorzeigen von digitalen Nachweisen ( z.B. Führerschein, Altersnachweis ). Die bekannten physischen Dokumente bleiben aber selbstverständlich gültig. Die ID Austria stellt die Weiterentwicklung der Handy-Signatur/Bürgerkarte dar und hat diese abgelöst. Nutzen Sie ID Austria für folgende Anwendungen (Auszug): Elektronische Signatur: Hinsichtlich der elektronischen Signatur erfüllt die ID Austria alle europäischen Vorgaben. Die qualifizierte Signatur, die mit der ID Austria durchgeführt werden kann, ist der eigenhändigen Unterschrift EU-weit gleichgestellt (Ausnahmen siehe Signatur- und Vertrauensdienstegesetz § 4 ). Das bedeutet, dass damit überall in Europa elektronisch unterschrieben werden kann. Login-Funktionalität: Die Login-Funktionalität – und somit der elektronische Nachweis der Identität der Nutzerinnen und Nutzer – kann für österreichische Anwendungen der Verwaltung und von privatwirtschaftlichen Services verwendet werden. Im Verwaltungsbereich sind andere EU-Länder verpflichtet, die ID Austria gleichwertig mit ihren eigenen eID s in der höchsten Sicherheitsstufe anzuerkennen. Österreichische Webanwendungen können natürlich auch jederzeit im Ausland aufgerufen und mit der Funktion der ID Austria genutzt werden. Ausweisfunktion: Mit der App „eAusweise“ und der ID Austria können digitale Nachweise – wie z.B. der digitale Führerschein – am Smartphone in Österreich vorgewiesen werden. Die ID Austria ersetzt jedenfalls kein Reisedokument bei einem Grenzübertritt.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/funktionsumfang,hilfe-zu-ida,2026-02-25,True
Was ist der Unterschied zwischen ID Austria mit Basisfunktion und ID Austria mit Vollfunktion?,"Die Basisfunktion der ID Austria enthält alle Funktionen der Handy-Signatur. Auch Signaturen mittels SMS-TAN sind weiterhin möglich. Über einen Online-Prozess kann die Handy-Signatur auf die ID Austria (mit zumindest Basisfunktion) umgestellt werden. Dabei wird die Gültigkeitsdauer der Handy-Signatur übernommen, kann aber nicht mehr verlängert werden. Daher wird die Aufwertung auf ID Austria mit Vollfunktion vor Ende der Zertifikatslaufzeit empfohlen. Die Gültigkeitsdauer der ID Austria mit Basisfunktion finden Sie unter „Signatur-Zertifikatsdaten einsehen“. Wenn die ID Austria mit Basisfunktion abläuft, müssen Sie eine neue ID Austria bei einer Behörde registrieren. Die Vollfunktion der ID Austria eröffnet zusätzlich zu den Funktionen der Handy-Signatur auch neue Einsatzmöglichkeiten, wie z.B. die Ausweisfunktion am Smartphone und die EU-weite Anerkennung. Aus Sicherheitsgründen ist für die Registrierung der ID Austria mit Vollfunktion eine behördliche Identitätsfeststellung notwendig. Signaturen mittels SMS-TAN werden nicht mehr unterstützt. Wenn Sie Ihre Handy-Signatur auf die ID Austria mit Vollfunktion umstellen, wird die Gültigkeitsdauer der Handy-Signatur übernommen. Anschließend kann sie online unter „Meine ID Austria verwalten“ verlängert werden.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/funktionsumfang,hilfe-zu-ida,2026-02-25,True
"Ich hatte bereits eine ID Austria mit Vollfunktion, jetzt habe ich mich neu angemeldet und mir wird wieder eine ID Austria mit Basisfunktion angezeigt. Woran liegt das?","Möglicherweise haben Sie Ihre alten Zugangsdaten für die Handy-Signatur verwendet (mit Mobiltelefonnummer als Benutzername). Wenn Sie die Behörde besucht haben und dort eine neue ID Austria registriert wurde, haben Sie beim Abschluss der Registrierung zu Hause auch einen neuen Benutzernamen und Signatur-Passwort vergeben. Unter „ID Austria verwalten“ können Sie Ihren Benutzernamen einsehen, wenn Sie Ihr Signatur-Passwort kennen und Ihre Mobiltelefonnummer hinterlegt ist. Bei weiteren Fragen kontaktieren Sie bitte das Service Center. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/funktionsumfang,hilfe-zu-ida,2026-02-25,True
Was ist die ID Austria und wo ist sie erhältlich?,"Die ID Austria ist der österreichische elektronische Identitätsnachweis. Damit können Sie sich modern, sicher und digital identifizieren sowie digitale Services nutzen. Sie erhalten die ID Austria bei allen Registrierungsbehörden. Für Nutzerinnen und Nutzer der Handy-Signatur besteht die Möglichkeit der Online-Umstellung von Handy-Signatur zu ID Austria.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/generelle-info,hilfe-zu-ida,2026-02-25,True
Benötige ich Biometrie für die ID Austria?,"Die ID Austria unterliegt EU-weiten Sicherheitsstandards und benötigt daher zusätzlich zum Signatur-Passwort zumindest einen sicheren zweiten Authentifizierungsfaktor. Die Einrichtung von Biometrie ist dafür nicht erforderlich. Wenn Sie eine App ( z.B. die App „ID Austria“ ) als zweiten Authentifizierungsfaktor verwenden, kann diese mittels Gerätepasswort oder mittels Biometrie geschützt werden. Biometrische Daten liegen als verschlüsselte mathematische Darstellungen in einem gesicherten Bereich Ihres Geräts und verlassen diesen niemals. Sie werden nur innerhalb des gesicherten Bereichs genutzt, um zu bestätigen, dass der gescannte Fingerabdruck bzw. Gesicht den registrierten Biometriedaten entspricht. Mehr Information: Entsperrmethoden als Schutz der App",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/generelle-info,hilfe-zu-ida,2026-02-25,True
Ist die ID Austria kostenpflichtig?,"Nein, die ID Austria wird allen Nutzerinnen und Nutzern kostenlos zur Verfügung gestellt.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/generelle-info,hilfe-zu-ida,2026-02-25,True
Ich möchte die ID Austria nutzen. Was sind die Voraussetzungen?,"Um die ID Austria zu erhalten, müssen Sie folgende Voraussetzungen erfüllen: vollendetes 14. Lebensjahr (= 14. Geburtstag) abgeschlossene Registrierung bei der Behörde zur Identitätsfeststellung Ausnahme: Für Nutzerinnen oder Nutzer der Handy-Signatur, deren Handy-Signatur behördlich registriert wurde, ist eine Online-Umstellung auf die Vollfunktion der ID Austria ohne nochmalige behördliche Identitätsfeststellung möglich. Wenn ihre Handy-Signatur nicht behördlich registriert wurde, ist eine Online-Umstellung auf die Basisfunktion der ID Austria möglich. Smartphone mit der App „ID Austria“ in der aktuellsten Version, siehe weitere technische Voraussetzungen aktivierte Gesichtserkennung/Iriserkennung ( z.B. Face ID ) bzw. Fingerabdruck-Funktion ( z.B. Touch ID ) und/oder Gerätepasswort auf dem Smartphone",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/generelle-info,hilfe-zu-ida,2026-02-25,True
Wie lange ist die ID Austria gültig?,"Die Gültigkeitsdauer für österreichische Staatsbürgerinnen und Staatsbürger beträgt ab dem Tag des Abschlusses der Registrierung 5 Jahre. Unter „ID Austria verlängern“ können Sie die Gültigkeitsdauer einsehen und um weitere 5 Jahre verlängern. Alternativ können Sie bei einer Registrierungsbehörde eine neue ID Austria registrieren. Nach einer Umstellung von der Handy-Signatur auf eine ID Austria ist diese für den Rest der fünfjährigen Laufzeit des Handy-Signatur-Zertifikats gültig. Bei ausländischen Staatsangehörigen kann die ID Austria nicht verlängert werden. Die Gültigkeitsdauer ist grundsätzlich auf 3 Jahre beschränkt. Besteht ein Hauptwohnsitz in Österreich, gilt die ID Austria 5 Jahre. Bei der örtlich zuständigen Registrierungsbehörde kann eine neue ID Austria registriert werden. Mehr Information: Wie kann ich meine ID Austria verlängern?",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/generelle-info,hilfe-zu-ida,2026-02-25,True
Welche Funktionen erfüllt die ID Austria?,"Die ID Austria kann einerseits als elektronischer Identitätsnachweis für das Login in Online-Verfahren eingesetzt werden, andererseits kann damit auch elektronisch unterschrieben werden. Außerdem ermöglicht die ID Austria auch das Vorzeigen von digitalen Nachweisen ( z.B. Führerschein, Altersnachweis ). Die bekannten physischen Dokumente bleiben aber selbstverständlich gültig. Die ID Austria stellt die Weiterentwicklung der Handy-Signatur/Bürgerkarte dar und hat diese abgelöst. Nutzen Sie ID Austria für folgende Anwendungen (Auszug): Elektronische Signatur: Hinsichtlich der elektronischen Signatur erfüllt die ID Austria alle europäischen Vorgaben. Die qualifizierte Signatur, die mit der ID Austria durchgeführt werden kann, ist der eigenhändigen Unterschrift EU-weit gleichgestellt (Ausnahmen siehe Signatur- und Vertrauensdienstegesetz § 4 ). Das bedeutet, dass damit überall in Europa elektronisch unterschrieben werden kann. Login-Funktionalität: Die Login-Funktionalität – und somit der elektronische Nachweis der Identität der Nutzerinnen und Nutzer – kann für österreichische Anwendungen der Verwaltung und von privatwirtschaftlichen Services verwendet werden. Im Verwaltungsbereich sind andere EU-Länder verpflichtet, die ID Austria gleichwertig mit ihren eigenen eID s in der höchsten Sicherheitsstufe anzuerkennen. Österreichische Webanwendungen können natürlich auch jederzeit im Ausland aufgerufen und mit der Funktion der ID Austria genutzt werden. Ausweisfunktion: Mit der App „eAusweise“ und der ID Austria können digitale Nachweise – wie z.B. der digitale Führerschein – am Smartphone in Österreich vorgewiesen werden. Die ID Austria ersetzt jedenfalls kein Reisedokument bei einem Grenzübertritt. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/generelle-info,hilfe-zu-ida,2026-02-25,True
"Welche Möglichkeiten gibt es, die Handy-Signatur auf ID Austria umzustellen?","Wie die Handy-Signatur auf die ID Austria mit Vollfunktion umgestellt werden kann, hängt davon ab, wo sie ursprünglich ausgestellt wurde: Wurde Ihre Handy-Signatur behördlich registriert, z.B. bei einem Gemeindeamt oder über FinanzOnline, dann können Sie die Online-Umstellung von Handy-Signatur zu ID Austria mit Vollfunktion durchführen. Wurde die Handy-Signatur nicht behördlich registriert ( z.B. über A1, Postamt, Sozialversicherung), ist die behördliche Identitätsfeststellung nachzuholen. Führen Sie dazu zunächst den Online-Umstieg von der Handy-Signatur zu ID Austria mit Basisfunktion – entweder im Web z.B. auf oesterreich.gv.at oder in der App „ID Austria“ – durch. Besuchen Sie anschließend eine Registrierungsbehörde, um eine ID Austria mit Vollfunktion zu erhalten. Weitere Informationen: Woran kann ich erkennen, ob meine Handy-Signatur behördlich registriert wurde und ich daher online auf die ID Austria mit Vollfunktion aufwerten kann? Anleitungsvideo zur Umstellung von einer behördlich registrierten Handy-Signatur",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/handy-signatur-umstellen,hilfe-zu-ida,2025-12-17,True
"Woran kann ich erkennen, ob meine Handy-Signatur (bzw. eine daraus entstandene ID Austria mit Basisfunktion) behördlich registriert wurde und ich daher online auf die ID Austria mit Vollfunktion aufwerten kann?","Mit der Funktion „Signatur-Zertifikatsdaten einsehen“ können Sie sowohl mit einer ID Austria mit Basisfunktion als auch mit einer Handy-Signatur die Daten Ihres Zertifikats einsehen. Dort ist die Information „behördlich“ oder „nicht behördlich“ vermerkt. Wenn Ihre Handy-Signatur bzw. ID Austria mit Basisfunktion behördlich registriert wurde ( z.B. bei einem Gemeindeamt oder über FinanzOnline * ), kann sie direkt online auf die Vollfunktion der ID Austria aufgewertet werden. Wenn sie nicht behördlich registriert wurde ( z.B. über A1, Postamt oder Sozialversicherung), kann sie online nur auf die Basisfunktion der ID Austria umgestellt werden. *Als behördliche Registrierungsstellen gelten laut Verordnung: oberstes Organ des Bundes oder der Länder Bürgermeister Bezirksverwaltungsbehörde Finanzamt Österreich FinanzOnline",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/handy-signatur-umstellen,hilfe-zu-ida,2025-12-17,True
"Ich habe eine Handy-Signatur, bleibt diese gültig?","Die Handy-Signatur wurde am 5. Dezember 2023 von der ID Austria abgelöst. Sie müssen daher auf die ID Austria umsteigen. Bei einer Anmeldung mit Handy-Signatur werden Sie einfach automatisch durch die nötigen Schritte zur Umstellung geführt. Rufen Sie dazu in der ID Austria Anmeldemaske ( z.B. auf oesterreich.gv.at ) den Link „Von Handy-Signatur umsteigen“ auf oder melden Sie sich in der App „ID Austria“ an. Wurde Ihre Handy-Signatur behördlich registriert, z.B. bei einem Gemeindeamt oder über FinanzOnline, dann können Sie die Online-Umstellung von Handy-Signatur zu ID Austria mit Vollfunktion durchführen. Wurde die Handy-Signatur nicht behördlich registriert ( z.B. über A1, Postamt, Sozialversicherung), ist die behördliche Identitätsfeststellung nachzuholen. Führen Sie dazu zunächst den Online-Umstieg von der Handy-Signatur zu ID Austria mit Basisfunktion – entweder im Web z.B. auf oesterreich.gv.at oder in der App „ID Austria“ – durch. Besuchen Sie anschließend eine Registrierungsbehörde, um eine ID Austria mit Vollfunktion zu erhalten. Bei der Online-Umstellung von der Handy-Signatur übernimmt die ID Austria mit Vollfunktion die restliche Gültigkeitsdauer der Handy-Signatur. Die Verlängerung der Gültigkeit ist online unter „ID Austria verlängern“ möglich. Die ID Austria mit Basisfunktion behält ebenfalls die Gültigkeitsdauer Ihrer Handy-Signatur, kann aber nicht mehr verlängert werden. Die Gültigkeitsdauer der Handy-Signatur bzw. ID Austria mit Basisfunktion finden Sie unter „Signatur-Zertifikatsdaten einsehen“. Weitere Informationen: Woran kann ich erkennen, ob meine Handy-Signatur behördlich registriert wurde und ich daher online auf die ID Austria mit Vollfunktion aufwerten kann? Anleitungsvideo zur Umstellung von einer behördlich registrierten Handy-Signatur Checkliste für Ihren Behörden-Termin zur ID Austria Registrierung",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/handy-signatur-umstellen,hilfe-zu-ida,2025-12-17,True
Wie kann ich meine Handy-Signatur auf ID Austria mit Vollfunktion umstellen?,"Ein Umstieg von Handy-Signatur auf ID Austria mit Vollfunktion kann online oder persönlich durchgeführt werden. Ob ein Online-Prozess genutzt werden kann oder eine Registrierungsbehörde persönlich aufgesucht werden muss, hängt davon ab, wo die Handy-Signatur registriert wurde. Mehr Info dazu finden Sie unter Woran kann ich erkennen, ob meine Handy-Signatur behördlich registriert wurde und ich daher online auf die ID Austria mit Vollfunktion aufwerten kann? Behördlich registrierte Handy-Signaturen ( z.B. bei einem Gemeindeamt oder über FinanzOnline) können im Rahmen eines Online-Prozesses umgestellt werden. Anleitungsvideo zur Umstellung von einer behördlich registrierten Handy-Signatur Bei der Online-Umstellung von der Handy-Signatur übernimmt die ID Austria mit Vollfunktion die restliche Gültigkeitsdauer der Handy-Signatur. Unter „ID Austria verlängern“ können Sie die Gültigkeitsdauer einsehen und um weitere 5 Jahre verlängern. Bei nicht behördlich registrierten Handy-Signaturen ( z.B. über A1, Postamt, Sozialversicherung) ist das Aufsuchen einer Registrierungsbehörde zur Feststellung der Identität nötig. Führen Sie dazu zunächst den Online-Umstieg von der Handy-Signatur zu ID Austria mit Basisfunktion – entweder im Web z.B. auf oesterreich.gv.at oder in der App „ID Austria“ – durch. Besuchen Sie anschließend eine Registrierungsbehörde, um eine ID Austria mit Vollfunktion zu erhalten. Hinweis: Bei der ID Austria mit Vollfunktion ist die Durchführung von Signaturen und Anmeldungen nur mit einem geeigneten Authentifizierungsfaktor möglich, z.B. App oder FIDO-Sicherheitsschlüssel. Die Signatur mittels SMS-TAN wird aus Sicherheitsgründen nicht mehr unterstützt.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/handy-signatur-umstellen,hilfe-zu-ida,2025-12-17,True
Wie kann ich meine Handy-Signatur auf ID Austria mit Basisfunktion umstellen?,"Die Handy-Signatur kann über einen Online-Prozess auf die ID Austria mit Basisfunktion umgestellt werden: Folgen Sie dafür der Anleitung zum Umstieg und überspringen Sie den Schritt „Aufwerten zur Vollfunktion“ (Eingabe der Ausweisnummer). Dadurch wird Ihre Handy-Signatur nur auf eine ID Austria mit Basisfunktion umgestellt. Die ID Austria mit Basisfunktion bietet denselben Funktionsumfang wie die Handy-Signatur. Auch Signaturen mittels SMS-TAN sind weiterhin möglich. Die ID Austria mit Basisfunktion behält die Gültigkeitsdauer Ihrer Handy-Signatur, kann aber nicht mehr verlängert werden. Die Gültigkeitsdauer der Handy-Signatur bzw. ID Austria mit Basisfunktion finden Sie unter „Signatur-Zertifikatsdaten einsehen“. Wenn die ID Austria mit Basisfunktion abläuft, müssen Sie eine neue ID Austria bei einer Behörde registrieren. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/handy-signatur-umstellen,hilfe-zu-ida,2025-12-17,True
Wie kann ich meine ID Austria verlängern?,"Österreichische Staatsbürgerinnen und Staatsbürger, die bereits eine ID Austria mit Vollfunktion besitzen, können diese ganz einfach online verlängern unter ID Austria verlängern. Für ausländische Staatsangehörige kann die ID Austria nicht verlängert werden. Besuchen Sie bitte eine Registrierungsbehörde, um eine neue ID Austria zu registrieren.. Wenn Sie eine ID Austria mit Basisfunktion nutzen, kann diese nicht verlängert werden. Führen Sie zuerst die Aufwertung zur Vollfunktion der ID Austria durch und verlängern Sie diese anschließend. Für diese Umstellung stehen Ihnen mehrere Wege zur Verfügung: Wurde Ihre ID Austria mit Basisfunktion behördlich registriert, können Sie sie online oder in der App „ID Austria“ auf eine ID Austria mit Vollfunktion umstellen. Dafür benötigen Sie einen gültigen österreichischen Reisepass oder Personalausweis. Verlängern Sie anschließend die Gültigkeitsdauer online: Schritt 1: Umstellen auf die Vollfunktion der ID Austria (Anleitung) Schritt 2: ID Austria verlängern Wurde Ihre ID Austria mit Basisfunktion nicht behördlich registriert, ist die behördliche Identitätsfeststellung nachzuholen. Bitte vereinbaren Sie dazu rechtzeitig einen Termin bei einer Registrierungsbehörde. Mehr Information in der Registrierungsübersicht",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/id-austria-zertifikat,hilfe-zu-ida,2026-06-09,True
Ich erhalte die Meldung „Zertifikat abgelaufen“. Was kann ich tun?,"Wenn Ihre ID Austria abgelaufen ist, kann sie nicht mehr genutzt werden. Registrieren Sie in diesem Fall eine neue ID Austria bei einer Behörde. Infos zu verschiedenen Möglichkeiten finden Sie in der Registrierungsübersicht. Um rechtzeitig vor dem Ablauf Ihrer ID Austria an deren Verlängerung erinnert zu werden, geben Sie bei der nächsten Registrierung eine E-Mail-Adresse als Kontaktinformation an.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/id-austria-zertifikat,hilfe-zu-ida,2026-06-09,True
"Wo kann ich meine Zertifikatsdaten (Typ, Gültigkeitsdauer etc. ) einsehen?",Sie können Ihre Zertifikatsdaten an folgenden Stellen einsehen: Auf der Plattform id-austria.gv.at: mit der Funktion „Signatur-Zertifikatsdaten einsehen“ In der App „ID Austria“: im „Konto“ in der Navigationsleiste Folgende Daten werden angezeigt: Name Benutzername Zertifikatstyp ( ID Austria Basisfunktion behördlich oder nicht behördlich bzw. ID Austria Vollfunktion ) Zertifikatsseriennummer Zertifikatsablaufdatum,https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/id-austria-zertifikat,hilfe-zu-ida,2026-06-09,True
Ich möchte meine ID Austria nicht mehr nutzen. Was kann ich tun?,"Dazu haben Sie folgende Möglichkeiten: Sie können Ihre ID Austria bei Ihrem qualifizierten Vertrauensdiensteanbieter vorübergehend sperren oder endgültig deaktivieren. Dabei benötigen Sie Ihr Widerrufs-Passwort oder Zugriff auf das zu widerrufende Zertifikat (z.B. verknüpfte App „ID Austria“ ) zum Signieren Ihres Widerrufsansuchens. Sie können die Registrierungsbehörde ersuchen, Ihre ID Austria endgültig zu deaktivieren. Dazu müssen Sie persönlich erscheinen und sich mit einem amtlichen Lichtbildausweis ausweisen. Beachten Sie, dass dabei alle Ihre ID Austria Konten deaktiviert werden. Eine Online-Lösung für die endgültige Deaktivierung Ihrer ID Austria ist geplant.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/id-austria-zertifikat,hilfe-zu-ida,2026-06-09,True
"Wer ist für die Korrektur meiner Daten zuständig, wenn etwas falsch eingetragen wurde bzw. falsch aufscheint?","Sollten Sie feststellen, dass Ihre aus den elektronischen Registern bezogenen Daten nicht korrekt sind, wenden Sie sich bitte an die jeweils zuständige Behörde, damit diese die Korrektur Ihrer Daten einleiten kann.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/kontakt-bei-anfragen,hilfe-zu-ida,2025-06-18,True
Wo muss ich einen Antrag im Zusammenhang mit Betroffenenrechten der DSGVO ( Art. 13 bis 21) einbringen? Wer ist zuständig für die Beantwortung?,Bringen Sie den Antrag bei der Datenschutzbeauftragten des Bundeskanzleramtes (datenschutz@bka.gv.at) ein.,https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/kontakt-bei-anfragen,hilfe-zu-ida,2025-06-18,True
Wer ist für die Verwaltung und Aktualisierung der Daten in meiner ID Austria zuständig bzw. verantwortlich?,"Ihre ID Austria wird automatisch um alle Änderungen aktualisiert, die in einem Behördenregister vorgenommen werden ( z.B. Wohnsitzänderung, Hochzeit). Welche Daten zu Ihrer Person via ID Austria vorhanden sind, können Sie unter „Meine ID Austria Daten“ einsehen. Informationen zur Verwaltung von persönlichen Kontaktdaten für den qualifizierten Vertrauensdiensteanbieter finden Sie unter Wie kann ich meine E-Mail-Adresse ändern? und in der Anleitung Mobiltelefonnummer hinterlegen/ändern. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/kontakt-bei-anfragen,hilfe-zu-ida,2025-06-18,True
Ich habe eine neue Mobiltelefonnummer. Was muss ich tun?,"Um für Ihre ID Austria eine (neue) Mobiltelefonnummer zu hinterlegen, nutzen Sie bitte die Funktion „Mobiltelefonnummer hinterlegen/ändern“. Weitere Informationen finden Sie in der Anleitung Mobiltelefonnummer hinterlegen/ändern. Bitte beachten Sie: Die Schritte zur Änderung der Mobiltelefonnummer unterscheiden sich je nachdem, ob Ihre ID Austria auf einer Behörde neu registriert wurde oder durch Umstellung einer Handy-Signatur erstellt wurde.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/kontaktdaten-aendern,hilfe-zu-ida,2025-06-18,True
Wie kann ich meine E-Mail-Adresse ändern?,"Kontaktieren Sie bitte das Service Center, um jene E-Mail-Adresse zu ändern, an die Sie Informationen zu Ihrem ID Austria Signatur-Zertifikat (bezüglich Ablauf, Sperre, Widerruf etc. ) erhalten möchten.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/kontaktdaten-aendern,hilfe-zu-ida,2025-06-18,True
Meine Wohnadresse hat sich geändert. Was muss ich tun?,Sie müssen nach erfolgter Meldung nichts weiter tun. Ihre neue Wohnadresse wird automatisch aus dem zentralen Melderegister (ZMR) übernommen.,https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/kontaktdaten-aendern,hilfe-zu-ida,2025-06-18,True
Mein Familienname hat sich geändert. Was muss ich tun?,"Sie müssen nichts weiter tun. Ihr neuer Familienname wird automatisch aus dem Behördenregister übernommen. Falls dabei Probleme auftreten sollten, kontaktieren Sie bitte das Service Center. Brauchen Sie weitere Unterstützung? Bitte kontaktieren Sie das Service Center.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/kontaktdaten-aendern,hilfe-zu-ida,2025-06-18,True
Wann hilft mir diese Anleitung?,"Wenn Sie vorhaben, Ihre Mobiltelefonnummer zu wechseln oder dies bereits getan haben. In diesem Fall sollten Sie die neue Mobiltelefonnummer auch in der ID Austria Kontoverwaltung hinterlegen. Wenn Sie vermeiden wollen, dass durch eine Abmeldung der App „ID Austria“ eine Neuregistrierung notwendig wird. Wozu dient eine hinterlegte Mobiltelefonnummer? Woher weiß ich, ob eine Mobiltelefonnummer bei meinem ID Austria Konto hinterlegt ist? Wie kann ich meine Mobiltelefonummer hinterlegen/ändern? Welche Voraussetzungen müssen erfüllt sein?",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/mobilnummer-hinterlegen,hilfe-zu-ida,2026-05-22,False
Wozu dient eine hinterlegte Mobiltelefonnummer?,"Die Hinterlegung einer Mobiltelefonnummer bei Ihrem ID Austria Konto ermöglicht Ihnen, diese zum Verknüpfen neuer Geräte zu nutzen. Dies ist bspw. dann nötig, wenn Sie aus der App abgemeldet sind, und kein weiterer Authentifizierungsfaktor zur Verfügung steht, um eine erneute Verknüpfung mit der App „ID Austria“ durchzuführen. In so einem Fall wird an die hinterlegte Mobiltelefonnummer die TAN (Einmal-Passwort) per SMS übermittelt. Wenn Sie Ihre Mobiltelefonnummer wechseln, sollten Sie daher auch die bei Ihrem ID Austria Konto hinterlegte Mobiltelefonnummer auf die neue Mobiltelefonnummer ändern.",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/mobilnummer-hinterlegen,hilfe-zu-ida,2026-05-22,True
"Woher weiß ich, ob eine Mobiltelefonnummer bei meinem ID Austria Konto hinterlegt ist?","Für die meisten Nutzerinnen und Nutzer ist im ID Austria Konto eine Mobiltelefonnummer hinterlegt. Dies ist nämlich automatisch der Fall, falls Sie: eine ursprüngliche Handy-Signatur zu ID Austria umgestellt haben – in diesem Fall wurde Ihre Mobiltelefonnummer zu Ihrem Benutzernamen – und diese Mobiltelefonnummer wurde automatisch in Ihrem Konto hinterlegt. die Neuregistrierung einer ID Austria mittels Registrierung mit SMS-TAN, oder Registrierung mit Post- TAN per RS a-Brief durchgeführt haben – hier war die Hinterlegung einer Mobiltelefonnummer verpflichtend. Bei den folgenden Registrierungsarten ist es möglich, aber nicht verpflichtend, eine Mobiltelefonnummer zu hinterlegen: ID Austria Registrierung mit App „ID Austria“ (und zuvor mit der „Digitales Amt“) ID Austria Online-Vorregistrierung mit Dokumentennummer",https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/mobilnummer-hinterlegen,hilfe-zu-ida,2026-05-22,True
Wie kann ich meine Mobiltelefonummer hinterlegen/ändern?,Nutzen Sie die Funktion Mobiltelefonnummer hinterlegen oder ändern,https://www.id-austria.gv.at/de/hilfe/hilfe-zu-ida/mobilnummer-hinterlegen,hilfe-zu-ida,2026-05-22,True
